,Open,High,Low,Close,Volume,P_news_pos,P_news_neg,P_op_pos,P_op_neg,Next_Open
149,16.544643,16.785713,16.218571,16.722143,704580800,0.0,0.0,0.0,0.0,16.564285
150,16.564285,16.678572,16.491785,16.606428,298858000,0.0,0.0,1.0,0.0,17.377144
151,17.377144,17.594643,17.333929,17.419643,312292400,0.0,0.0,0.0,1.0,18.556429
152,18.556429,18.685356,18.299286,18.303213,262620400,0.0,0.0,0.6666666666666666,0.0,15.232857
153,15.232857,15.3825,15.148929,15.364286,216538000,0.0,0.0,0.0,0.0,15.346429
154,15.346429,15.436429,15.293571,15.368214,198990400,0.0,0.0,0.0,0.0,15.477857
155,15.477857,15.531071,15.378929,15.42,218878800,0.0,0.0,0.0,0.0,15.337857
156,15.337857,15.348214,15.195357,15.225357,207796400,0.0,0.0,0.0,0.5,15.214286
157,15.214286,15.248571,14.953929,14.963929,369395600,0.0,1.0,0.25,0.75,15.676071
158,15.676071,15.878214,15.545,15.7325,591936800,0.0,0.0,0.5,0.25,15.739286
159,15.739286,15.764286,15.564643,15.660714,229493600,0.0,0.0,0.5,0.5,15.546429
160,15.546429,15.751429,15.512143,15.749643,200152400,0.0,0.0,0.0,0.5,15.742857
161,15.742857,16.071072,15.721429,15.9925,248057600,0.0,0.0,0.0,0.5,16.07
162,16.07,16.326786,16.043928,16.190001,309422400,0.0,0.0,0.0,0.0,16.249643
163,16.249643,16.33357,16.051071,16.161785,322957600,0.0,0.0,0.0,0.0,18.900356
164,18.900356,18.996071,18.616072,18.76107,458707200,0.0,0.0,0.0,0.0,16.928572
165,16.928572,17.100357,16.723213,16.963572,633158400,0.0,0.0,0.0,1.0,15.173214
166,15.173214,15.267857,15.088929,15.221786,300829200,0.0,0.0,1.0,0.0,16.394285
167,16.394285,16.620358,16.278929,16.565714,472598000,0.0,0.0,0.0,0.0,15.003929
168,15.003929,15.035714,14.666071,14.823214,298138400,0.0,0.0,0.0,1.0,18.377857
169,18.377857,18.611786,18.306786,18.591429,279316800,0.0,0.0,0.0,1.0,16.819286
170,16.819286,17.66643,16.71607,17.484644,881941200,0.0,0.0,0.3333333333333333,0.0,17.781429
171,17.781429,18.008928,17.621429,17.803572,756372400,0.0,0.0,0.4285714285714285,0.1428571428571428,17.729286
172,17.729286,17.942858,17.467142,17.782499,490294000,0.0,0.0,0.25,0.0,18.012142
